Category,Close,Close,Close,Close,Close,Close,Vol,Vol,Vol,Vol,Vol,Vol
Asset,BTCUSDT,ETHUSDT,ADAUSDT,BNBUSDT,DOTUSDT,MATICUSDT,BTCUSDT,ETHUSDT,ADAUSDT,BNBUSDT,DOTUSDT,MATICUSDT
open_time,,,,,,,,,,,,
2020-01-01 00:00:00+00:00,7195.65,130.52,0.03346,13.6954,,,31.403883,419.85641,333132.3,1210.78,,
2020-01-02 00:00:00+00:00,6961.8,127.22,0.03272,13.0225,,,67.004407,298.29122,257302.4,2052.78,,
2020-01-03 00:00:00+00:00,7345.65,133.95,0.03403,13.6231,,,102.621386,513.53291,422872.0,7458.02,,
2020-01-04 00:00:00+00:00,7349.45,134.02,0.03441,13.7944,,,32.271372,87.49993,199212.9,1956.27,,
2020-01-05 00:00:00+00:00,7364.19,135.23,0.03455,14.0368,,,67.247638,275.28558,553095.4,2998.83,,
2020-01-06 00:00:00+00:00,7777.53,143.98,0.03723,14.9329,,,142.311675,624.32469,470328.4,3007.57,,
2020-01-07 00:00:00+00:00,8174.34,142.89,0.03704,15.0182,,,242.896066,1476.11643,1208037.8,7181.63,,
2020-01-08 00:00:00+00:00,8051.97,140.89,0.03641,14.5694,,,186.162188,710.02555,866492.3,2381.94,,
2020-01-09 00:00:00+00:00,7824.32,138.08,0.03615,14.4165,,,116.171338,510.43894,386667.1,1855.25,,
2020-01-10 00:00:00+00:00,8195.0,144.32,0.03688,15.0422,,,189.003029,1092.59512,1032331.9,2024.91,,
2020-01-11 00:00:00+00:00,8026.42,142.74,0.03676,14.9509,,,79.694317,296.22261,410417.2,2866.36,,
2020-01-12 00:00:00+00:00,8185.42,146.07,0.03772,15.2986,,,46.703006,250.31463,294586.2,4837.09,,
2020-01-13 00:00:00+00:00,8102.27,143.9,0.03695,15.1852,,,71.026524,424.57906,274143.0,2040.49,,
2020-01-14 00:00:00+00:00,8847.12,166.38,0.04179,16.6507,,,351.521336,3495.88198,1638901.2,8908.1,,
2020-01-15 00:00:00+00:00,8817.79,165.91,0.04258,17.6664,,,146.624295,1967.84328,914890.5,11479.2,,
2020-01-16 00:00:00+00:00,8730.0,164.43,0.04139,17.0525,,,95.196653,685.02791,368597.9,6271.83,,
2020-01-17 00:00:00+00:00,8915.59,170.21,0.04534,18.1047,,,77.322512,1701.68023,1069553.0,5057.5,,
2020-01-18 00:00:00+00:00,8917.29,174.19,0.04496,17.7973,,,51.104627,1535.67838,719837.7,5075.16,,
2020-01-19 00:00:00+00:00,8718.51,166.83,0.04204,17.321,,,217.436897,1746.77142,783138.1,4879.71,,
2020-01-20 00:00:00+00:00,8644.33,166.85,0.04393,17.3027,,,44.186513,775.89315,304968.3,3556.73,,
2020-01-21 00:00:00+00:00,8754.88,169.19,0.04622,18.1167,,,69.588088,1654.97278,1680663.0,5690.09,,
2020-01-22 00:00:00+00:00,8670.36,168.22,0.04582,17.8143,,,37.871172,590.70276,539413.8,4935.05,,
2020-01-23 00:00:00+00:00,8414.87,162.9,0.04346,17.0816,,,64.560013,1216.70292,1605493.3,5923.31,,
2020-01-24 00:00:00+00:00,8451.96,162.34,0.04496,17.0272,,,82.696069,433.32051,1336860.5,7954.68,,
2020-01-25 00:00:00+00:00,8344.78,160.63,0.04316,16.9378,,,75.48201,744.22533,963906.1,5777.18,,
2020-01-26 00:00:00+00:00,8612.12,167.85,0.04434,17.4624,,,57.451045,434.89771,850651.5,4660.71,,
2020-01-27 00:00:00+00:00,8914.11,170.28,0.04797,17.6844,,,103.998546,1158.97031,1745869.7,8620.94,,
2020-01-28 00:00:00+00:00,9380.14,175.91,0.05298,18.0514,,,143.799437,673.12846,5954697.1,16495.89,,
2020-01-29 00:00:00+00:00,9300.85,173.86,0.0535,17.9334,,,140.356186,834.19123,3427345.1,8039.75,,
2020-01-30 00:00:00+00:00,9526.47,184.41,0.05628,18.5883,,,131.547022,798.76881,3181796.3,7826.08,,
2020-01-31 00:00:00+00:00,9352.98,179.53,0.05394,18.1224,,,76.298925,492.91024,3319134.4,9275.34,,
2020-02-01 00:00:00+00:00,9388.81,183.75,0.05621,18.2375,,,61.245697,290.87676,2194114.1,3043.46,,
2020-02-02 00:00:00+00:00,9332.83,188.65,0.05566,18.4342,,,73.733713,559.78512,2985544.5,4270.9,,
2020-02-03 00:00:00+00:00,9299.8,190.15,0.05704,18.4649,,,103.261331,764.0057,1299483.5,5413.39,,
2020-02-04 00:00:00+00:00,9195.95,189.06,0.0561,18.1488,,,72.818585,625.08286,1185101.7,3698.14,,
2020-02-05 00:00:00+00:00,9610.31,203.85,0.05932,19.2642,,,125.859151,1082.64183,1950598.1,8656.67,,
2020-02-06 00:00:00+00:00,9766.99,213.28,0.06007,20.6531,,,118.594015,1152.74338,2219621.5,6278.96,,
2020-02-07 00:00:00+00:00,9815.0,223.52,0.05998,22.0819,,,114.263799,1269.86538,2501182.1,8365.85,,
2020-02-08 00:00:00+00:00,9903.38,223.44,0.06029,21.8083,,,123.202272,911.28269,2218838.9,7268.95,,
2020-02-09 00:00:00+00:00,10153.53,228.16,0.06193,24.2821,,,132.3238,552.12199,1275831.6,11643.02,,
2020-02-10 00:00:00+00:00,9850.16,223.3,0.06038,25.1091,,,64.643096,367.23964,1184669.9,15274.91,,
2020-02-11 00:00:00+00:00,10228.72,237.19,0.06332,25.6849,,,131.651073,894.37749,839908.9,10812.46,,
2020-02-12 00:00:00+00:00,10348.98,265.53,0.06824,26.4496,,,100.010641,1558.62421,3567134.2,8737.51,,
2020-02-13 00:00:00+00:00,10217.13,268.96,0.06872,25.4795,,,154.524547,2820.67236,2385723.2,10208.75,,
2020-02-14 00:00:00+00:00,10344.17,285.68,0.0708,26.2998,,,54.421371,1068.3735,870783.6,7927.88,,
2020-02-15 00:00:00+00:00,9898.96,265.05,0.06373,24.1797,,,77.415116,2263.09522,2142482.2,8728.63,,
2020-02-16 00:00:00+00:00,9928.33,259.15,0.06187,23.3555,,,79.983205,2904.47391,1802423.4,12618.57,,
2020-02-17 00:00:00+00:00,9708.77,267.94,0.06012,23.4736,,,127.362219,2220.66277,1729376.5,9911.84,,
2020-02-18 00:00:00+00:00,10158.14,282.08,0.06275,24.0926,,,99.603428,2072.07273,1656549.0,9367.08,,
