open-time,BTCUSDT,ETHUSDT,ADAUSDT,BNBUSDT
2019-12-31 19:00:00,,,,
2019-12-31 23:00:00,-0.003486517921476584,0.0026117683207866893,0.0036275695284160303,-0.0036986370775700106
2020-01-01 03:00:00,-0.0013461938796752726,0.002451731535396906,0.000301204819277201,-0.0035307450889223713
2020-01-01 07:00:00,0.00517246171377761,0.0076429226536227635,0.01084010840108407,0.005803356614805688
2020-01-01 11:00:00,-0.0012857699826628322,0.0010618932038835016,0.0011915400655346797,-0.004987025036605308
2020-01-01 15:00:00,-0.0038858095275011717,-0.011062282163964099,-0.0044629574531390714,-0.002302032490711814
2020-01-01 19:00:00,-0.009466830654631608,-0.01195219123505975,-0.005977286312014329,-0.011025599836441469
2020-01-01 23:00:00,-0.001805674616592312,0.0005428039702233267,-0.006915213469633197,-0.007198547000974553
2020-01-02 03:00:00,0.006430384586192384,0.00751763155855234,0.007871631849833527,0.004647911414526806
2020-01-02 07:00:00,-0.00407099593459026,-0.006923076923076921,-0.0015019525382998777,-0.009504493167720174
2020-01-02 11:00:00,-0.020446597095043595,-0.011541440743609521,-0.017448856799037182,-0.023705253717958286
2020-01-02 15:00:00,-0.0033856086579961975,-0.0030561868192148234,0.001837109614206911,-0.0031614078598876105
2020-01-02 19:00:00,-0.0012381855267316055,-0.0014148718754911638,0.004889975550122161,0.013430600883086896
2020-01-02 23:00:00,0.03651278983141526,0.015506926952140843,0.02159367396593681,0.021519390182914933
2020-01-03 03:00:00,0.018468002208944956,0.02705216649872111,0.01756475141411129,0.011052264601599138
2020-01-03 07:00:00,-0.00264163179004262,-0.0014339622641509342,-0.0040959625511995945,9.537504401935237e-05
2020-01-03 11:00:00,0.001445203168519038,0.009145189328093162,0.004994124559341895,0.001907318969754268
2020-01-03 15:00:00,0.001950527529036128,0.003220491312162732,-0.0052616194095294055,-0.0025333694545933705
2020-01-03 19:00:00,-0.0013068959179921569,-0.004628592758491812,0.0002938583602705158,0.0028260821692565052
2020-01-03 23:00:00,0.002026976370117506,0.0036750918772967545,0.000587544065804968,0.003257305147273959
2020-01-04 03:00:00,-0.002326239436696409,0.0010461814377522582,-0.0035231943628890594,0.005982737613179578
2020-01-04 07:00:00,-0.001753519993673125,-0.006121230217975726,0.005008839127872866,-0.005860125760619672
2020-01-04 11:00:00,0.003174447067051389,0.007961544239146745,0.0,0.0026992916183348203
2020-01-04 15:00:00,0.0007148498134581516,-0.0013412816691503737,0.008795074758135568,0.0036451474429399777
2020-01-04 19:00:00,0.017058419337501407,0.013057752574242576,0.009880848590525959,0.017122890448297845
2020-01-04 23:00:00,-0.0009217613266940816,0.0013994254990057353,0.0002877697841725535,0.0013826921158039962
2020-01-05 03:00:00,-0.004088147585743385,-0.004560164754339513,-0.0071921749136939495,-0.006120996441281168
2020-01-05 07:00:00,0.002398687713448311,0.014629821191074255,0.013329469718922127,0.021240332283013474
2020-01-05 11:00:00,-0.0010341719381267156,0.002475968540635032,0.0025736345438946984,-0.005609862137637922
2020-01-05 15:00:00,-0.011190287249598252,-0.017652186546564086,-0.01454649172846556,-0.010140614642539902
2020-01-05 19:00:00,0.023435028156525206,0.030540560526510552,0.024891461649782842,0.02651601504616452
2020-01-05 23:00:00,-0.0032427684538602897,-0.0020091848450057848,-0.006495340299350283,-0.004552710111735747
2020-01-06 03:00:00,0.003387763849564518,0.017903364969801494,0.023592950540079594,0.01692764616478648
2020-01-06 07:00:00,-0.0005094338120773534,-0.008688281415554111,-0.004443210219383542,-0.003373051240213254
2020-01-06 11:00:00,0.001592792084885275,0.008621918198660428,0.013389121338912124,0.007216069340304054
2020-01-06 15:00:00,0.030690676045661558,0.017167078770752298,0.024772914946325386,0.019874469843394582
2020-01-06 19:00:00,0.0166492446830806,-0.002083622725378431,0.0034918076819767663,0.0028728512211291246
2020-01-06 23:00:00,-0.0037435089325688065,-0.00626391982182628,0.006156316916488214,-0.007365215881622311
2020-01-07 03:00:00,0.004652538521495497,-7.003782042291906e-05,0.0,0.0012579462513873096
2020-01-07 07:00:00,-0.018261147551133505,-0.024164740491700032,-0.023410481511040193,-0.024139691753671588
2020-01-07 11:00:00,0.040185081504076736,0.029069767441860517,0.011713429583219748,0.03272311685450502
2020-01-07 15:00:00,0.0114541740237597,-0.0033479807491108016,-0.002692514808831481,0.0011999840002134832
2020-01-07 19:00:00,0.017361646322516577,0.013086989992301845,0.02294816414686829,-0.0011519356514096968
2020-01-07 23:00:00,-0.0017567993304683505,-0.008013263332412257,0.007389812615465896,-0.005739655620662809
2020-01-08 03:00:00,0.0054868610456959566,-6.963788300828888e-05,-0.0020958868221117033,0.005471075710032913
2020-01-08 07:00:00,-0.004412258002683522,-0.014833902082317718,-0.020477815699658564,-0.019277960043743825
2020-01-08 11:00:00,-0.039753945973524774,-0.023186766577124263,-0.02814258911819889,-0.028740829384047428
2020-01-08 15:00:00,0.009018796992481315,0.019612100159212442,0.004136789851075573,0.019937555129300177
2020-01-08 19:00:00,-0.011826919375010125,-0.006813826389381661,-0.014831090359791244,-0.005573324913860533
2020-01-08 23:00:00,0.001098439813290275,-0.0007861073393841123,0.005575689991636379,0.0028298891511711055
2020-01-09 03:00:00,-0.010915851900952567,-0.01194392790730936,-0.011921264208483495,-0.007206177903807509
2020-01-09 07:00:00,0.0031503338820821902,0.0,0.015151515151515138,-8.319179174332003e-05
2020-01-09 11:00:00,0.0015385880670855112,-0.006225117625769161,-0.001105583195135429,0.0002842622700769404
2020-01-09 15:00:00,-0.011520420036106427,0.00575424284361592,0.0002767017155507201,-0.000755506882737067
2020-01-09 19:00:00,-0.002382315651711542,-0.009269988412514474,-0.017704011065006964,-0.010307633614261458
2020-01-09 23:00:00,-0.006979532852999459,-0.0019736842105263497,-0.0002816108138553597,-0.004100112840712322
2020-01-10 03:00:00,0.011296315409226931,0.01296418369589114,0.00028169014084511446,0.011576843497966172
2020-01-10 07:00:00,0.02771994550158441,0.02957339117859714,0.03182202196564354,0.027911701069299077
2020-01-10 11:00:00,0.002166073944426916,0.00737411335065663,0.0013646288209607782,0.011526148723189689
2020-01-10 15:00:00,0.015049235152040596,0.006134969325153339,0.005178522758244819,0.006476909283123833
2020-01-10 19:00:00,-0.003293471629042033,-0.0045038802660754,0.0035249457700650133,-0.010490486763904183
2020-01-10 23:00:00,-0.011223051881670054,-0.005081088605832784,-0.0037827614158335576,-9.405820859420544e-05
2020-01-11 03:00:00,-0.003939903471126716,-0.001259269623618331,-0.005153241117439755,-0.001740240542901228
2020-01-11 07:00:00,0.00703335935518834,0.0065844774446623955,0.010632497273718622,0.004489436027219185
2020-01-11 11:00:00,0.00795447531816662,0.018441196938065563,0.014027515511195077,0.018366635843418022
2020-01-11 15:00:00,-0.01703745251385702,-0.024666894431158104,-0.022080340516094643,-0.01625224537600589
2020-01-11 19:00:00,0.007596163669481459,0.00826677875858195,0.006528835690968293,0.01468807897852309
2020-01-11 23:00:00,0.0013675611043859615,0.005558643690939391,0.0035135135135135886,0.006670841435681085
2020-01-12 03:00:00,0.0024659039692780382,-0.008775566611387564,-0.003231887961217428,0.0010214972792812471
2020-01-12 07:00:00,0.005301524188204176,0.010108051585918654,0.011348284247500562,0.0007260929006429606
2020-01-12 11:00:00,-0.004125487351527846,-0.0013802622498275685,-0.008282126636387832,-0.008719866129791476
2020-01-12 15:00:00,0.007090488312321064,0.009467864547339389,0.016163793103448176,0.008809759314210464
2020-01-12 19:00:00,-0.00825003481800568,-0.017457383446292773,-0.01776246023329786,-0.01454381446668318
2020-01-12 23:00:00,-0.004565225692883312,-0.0032051282051283048,-0.0013495276653171517,-0.006009511743753415
2020-01-13 03:00:00,-0.0008192227778581751,0.00034950370473940673,0.005135135135135194,0.0035500984284808634
2020-01-13 07:00:00,0.0011183756677124457,-0.002096289567465659,-0.009411132024737867,-8.64436420701109e-05
2020-01-13 11:00:00,0.0037373627406831478,0.004691548210909557,0.0005428881650380024,0.00218122813784305
2020-01-13 15:00:00,-0.0013779588214630767,0.002927237245609282,0.0024416711882799813,0.007630953802869156
2020-01-13 19:00:00,0.04592663537502428,0.03613620569840159,0.02543978349120435,0.02329241630008161
2020-01-13 23:00:00,0.003916510706388099,-0.00026827632461434714,-0.0002639218791238296,-0.001949944976800233
2020-01-14 03:00:00,0.002221550924647042,0.015430028176573352,0.01425554382259775,0.006963878106341026
2020-01-14 07:00:00,0.01919786265594081,0.03594080338266381,0.01197293076522632,0.029052418580228778
2020-01-14 11:00:00,0.00904241118690563,0.054081632653061096,0.057098765432098686,0.03314810551140934
2020-01-14 15:00:00,0.008938570421748171,0.006655372700871132,0.016788321167883202,0.002872974763596936
2020-01-14 19:00:00,-0.012786081798370597,-0.02025483832191377,-0.004067958841828312,0.016065390644237176
2020-01-14 23:00:00,-0.010858713075337811,-0.008220354579473677,-0.02090341182123967,-0.026628128287879194
